; This data has 27 inputs and 5 outputs and is suitable for testing
; distributing the neural network's outputs. ie Step 2 (Menu option: 1, 2).
27 5 200
0.747800	0.710360	-0.381273	-0.286293	0.520408	0.472082	0.598132	-0.044576	0.466305	0.075794	-0.141380	0.232300	0.867060	0.471270	0.476517	0.477016	0.500250	0.498750	0.499750	0.499000	0.499000	0.499500	0.497750	0.498500	0.508499	0.504750	0.505750	0.164544	0.213753	0.523543	0.484761	0.499375
0.104080	0.181000	-0.450537	-0.264348	-0.301311	-0.066176	-0.229508	-0.153998	0.296560	-0.120601	-0.033560	0.179200	4.362150	0.156120	0.666412	0.652036	0.290904	0.371450	0.849284	0.853335	0.573709	0.485004	0.540908	0.524480	0.400112	0.626914	0.899890	-0.134769	-0.110087	1.565823	0.427384	0.851310
0.479240	0.446360	-0.115806	-0.136233	0.195980	-0.058335	-0.002124	-0.024940	-0.547240	-0.032536	0.240760	0.329450	-3.333330	0.339150	0.504250	0.523732	0.310239	0.400112	0.236494	0.414353	0.467546	0.457850	0.529715	0.458347	0.482757	0.600368	0.999998	0.165277	-0.041638	-0.888243	0.415497	0.325424
0.189560	0.136600	0.246174	-0.011703	-0.252632	0.025862	-0.020916	0.121245	0.489160	0.089366	-0.123820	0.670650	0.189660	0.198060	0.605396	0.593391	0.458099	0.453881	0.659260	0.432907	0.498750	0.494000	0.441519	0.489252	0.686326	0.677215	0.000032	0.191387	0.073554	0.352790	0.461765	0.546084
0.532880	0.452680	0.181164	0.375003	0.445313	0.249212	0.430744	0.156286	0.368830	0.167575	0.041440	0.677000	0.339780	0.364260	0.528967	0.513497	0.592667	0.495000	0.306613	0.527472	0.496250	0.529715	0.547358	0.525229	0.412655	0.820244	0.634368	0.316922	0.202749	0.460347	0.498878	0.417043
-0.333120	-0.278440	-1.180956	-1.132074	-0.859297	-0.656904	-0.427780	-0.505080	-1.047915	-0.578200	0.180320	1.119400	-0.551880	-0.326520	0.624103	0.598447	0.578837	0.629483	0.873581	0.816828	0.560206	0.551071	0.541901	0.563899	0.540660	0.828353	0.728099	-0.729698	-0.580992	0.080333	0.420870	0.845205
-0.041160	-0.121280	-0.031737	-0.061857	0.263159	0.088889	0.064496	0.134395	-0.087340	0.063784	0.667460	0.652850	-0.855810	-0.048180	0.384143	0.402274	0.171647	0.209822	0.052005	0.048154	0.438070	0.374256	0.387460	0.336485	0.646114	0.936136	0.178286	-0.076509	0.111642	-0.083713	0.223941	0.050080
-0.405920	-0.294840	1.277817	0.679785	-0.116279	0.084112	-0.432084	0.276676	-0.298905	0.158391	0.402080	1.902500	0.165750	-0.181020	0.464808	0.444480	0.493750	0.487752	0.541901	0.536933	0.507249	0.518991	0.490251	0.506750	0.902736	0.836033	0.093384	0.491489	0.180394	0.629077	0.341954	0.539417
-0.925240	-1.061720	-1.361508	-1.339203	-1.000000	-0.870968	0.541000	-0.384891	-0.041155	-0.509946	0.998620	-0.082500	-0.674160	-0.919470	0.367025	0.399632	0.853460	0.647256	0.478513	0.541653	0.447692	0.562177	0.474522	0.524730	0.806589	0.993050	0.612540	-1.211614	-0.627930	-0.558710	0.269581	0.510083
-0.458560	-0.377160	0.802731	0.881637	1.000000	0.200000	-0.732380	0.028710	-0.633325	0.115462	0.157280	-0.186650	-2.279160	-0.207690	0.251807	0.233617	0.137051	0.263278	0.419701	0.263278	0.565128	0.419701	0.494750	0.433889	0.977067	0.449176	0.152516	0.212786	0.114355	-0.891167	0.135613	0.341490
